From	Entry	GeneID	Organism
ENSG00000131473	P53396	47;	Homo sapiens (Human)
ENSG00000131473	K7EIE7		Homo sapiens (Human)
ENSG00000131473	K7ESG8		Homo sapiens (Human)
ENSG00000109684	Q7Z7G1	116449;	Homo sapiens (Human)
ENSG00000109684	D6RJB9		Homo sapiens (Human)
ENSG00000123472	Q5TC12	64756;	Homo sapiens (Human)
ENSG00000123472	A8MRA7	64756;	Homo sapiens (Human)
ENSG00000123472	E9PPX6		Homo sapiens (Human)
ENSG00000123472	H0YCA6		Homo sapiens (Human)
ENSG00000123472	H0YD21		Homo sapiens (Human)
ENSG00000123472	H0YDD6		Homo sapiens (Human)
ENSG00000123472	H0YEW4		Homo sapiens (Human)
ENSG00000123472	I3L448	64756;	Homo sapiens (Human)
ENSG00000253873	Q9Y5H2	56105;	Homo sapiens (Human)
ENSG00000135956	O75204	55654;	Homo sapiens (Human)
ENSG00000135956	C9J4H2		Homo sapiens (Human)
ENSG00000178814	O14841	26873;	Homo sapiens (Human)
ENSG00000178814	A0A087WY99		Homo sapiens (Human)
ENSG00000139644	P55061	7009;	Homo sapiens (Human)
ENSG00000139644	A0A0G2JKZ4		Homo sapiens (Human)
ENSG00000139644	F8VPI1		Homo sapiens (Human)
ENSG00000139644	F8VQQ5		Homo sapiens (Human)
ENSG00000139644	F8VQW0		Homo sapiens (Human)
ENSG00000139644	F8VR05		Homo sapiens (Human)
ENSG00000139644	F8VSI7		Homo sapiens (Human)
ENSG00000139644	F8VVJ4		Homo sapiens (Human)
ENSG00000139644	F8VX73		Homo sapiens (Human)
ENSG00000139644	F8VY06		Homo sapiens (Human)
ENSG00000139644	F8W086		Homo sapiens (Human)
ENSG00000139644	F8W1G3		Homo sapiens (Human)
ENSG00000139644	F8W1V3		Homo sapiens (Human)
ENSG00000139644	F8W201		Homo sapiens (Human)
ENSG00000151006	Q2L4Q9	339105;	Homo sapiens (Human)
ENSG00000081052	P53420	1286;	Homo sapiens (Human)
ENSG00000081052	A0A2R8Y548		Homo sapiens (Human)
ENSG00000081052	A0A804HI71		Homo sapiens (Human)
ENSG00000081052	A0A804HI86		Homo sapiens (Human)
ENSG00000081052	A0A804HLF6		Homo sapiens (Human)
ENSG00000091140	P09622	1738;	Homo sapiens (Human)
ENSG00000091140	E9PEX6	1738;	Homo sapiens (Human)
ENSG00000091140	F2Z2E3		Homo sapiens (Human)
ENSG00000091140	F8WDM5		Homo sapiens (Human)
ENSG00000091140	F8WDY5		Homo sapiens (Human)
ENSG00000114487	Q86VD1	27136;	Homo sapiens (Human)
ENSG00000105011	Q9NVP2	55723;	Homo sapiens (Human)
ENSG00000105011	K7EIL9		Homo sapiens (Human)
ENSG00000105011	K7ELW9		Homo sapiens (Human)
ENSG00000105011	K7EM93		Homo sapiens (Human)
ENSG00000105011	K7ES22		Homo sapiens (Human)
ENSG00000027697	P15260	3459;	Homo sapiens (Human)
ENSG00000027697	A0A2R8Y4U4	3459;	Homo sapiens (Human)
ENSG00000027697	A0A2R8Y792		Homo sapiens (Human)
ENSG00000027697	A0A2R8Y7R1		Homo sapiens (Human)
ENSG00000027697	A0A2R8YFL3		Homo sapiens (Human)
ENSG00000027697	A0A8Q3SIW7		Homo sapiens (Human)
ENSG00000027697	A0A8Q3SJ27		Homo sapiens (Human)
ENSG00000027697	A0A8Q3SJH3		Homo sapiens (Human)
ENSG00000027697	A0A8Q3WLG6		Homo sapiens (Human)
ENSG00000027697	A0A8Q3WLI2		Homo sapiens (Human)
ENSG00000027697	A0A8Q3WLI6		Homo sapiens (Human)
ENSG00000027697	Q5TFC9		Homo sapiens (Human)
ENSG00000198417	P04733	4494;	Homo sapiens (Human)
ENSG00000198417	H3BRY8	4494;	Homo sapiens (Human)
ENSG00000172336	O75817	10248;	Homo sapiens (Human)
ENSG00000172336	C9JYM0		Homo sapiens (Human)
ENSG00000132388	P62253	7326;	Homo sapiens (Human)
ENSG00000132388	I3L0Q0		Homo sapiens (Human)
ENSG00000132388	I3L2H7		Homo sapiens (Human)
ENSG00000132388	I3L2Q4		Homo sapiens (Human)
ENSG00000132388	K7EPR7		Homo sapiens (Human)
ENSG00000227140	A8MUK1	728386;	Homo sapiens (Human)
ENSG00000071564	P15923	6929;	Homo sapiens (Human)
ENSG00000071564	A0A0A0MTS0		Homo sapiens (Human)
ENSG00000071564	A0A494C1R3		Homo sapiens (Human)
ENSG00000071564	A0A994J7B2		Homo sapiens (Human)
ENSG00000071564	K7EJN4		Homo sapiens (Human)
ENSG00000071564	K7EK65		Homo sapiens (Human)
ENSG00000071564	K7EKB9		Homo sapiens (Human)
ENSG00000071564	K7ELF3		Homo sapiens (Human)
ENSG00000071564	K7EMM4		Homo sapiens (Human)
ENSG00000071564	K7ENH8		Homo sapiens (Human)
ENSG00000071564	K7ENI0		Homo sapiens (Human)
ENSG00000071564	K7EPH6		Homo sapiens (Human)
ENSG00000071564	K7EPS2		Homo sapiens (Human)
ENSG00000071564	K7ERZ7		Homo sapiens (Human)
ENSG00000071564	X6REB3		Homo sapiens (Human)
ENSG00000198216	Q15878	777;	Homo sapiens (Human)
ENSG00000198216	A0A2R8Y7W1		Homo sapiens (Human)
ENSG00000198216	A0A8V8TPE9		Homo sapiens (Human)
ENSG00000198216	A0A8V8TPU6		Homo sapiens (Human)
ENSG00000198216	E9PIE8		Homo sapiens (Human)
ENSG00000198216	F8W9Z1		Homo sapiens (Human)
ENSG00000143869	Q7Z4P5	151449;	Homo sapiens (Human)
ENSG00000165929	Q8N9U0	123036;	Homo sapiens (Human)
ENSG00000165929	H0YJ73		Homo sapiens (Human)
ENSG00000144935	P48995	7220;	Homo sapiens (Human)
ENSG00000144935	A0A8V8TLK5		Homo sapiens (Human)
ENSG00000144935	H7C508		Homo sapiens (Human)
ENSG00000197165	P50226	6799;	Homo sapiens (Human)
ENSG00000197165	E9PKR8		Homo sapiens (Human)
ENSG00000197165	E9PKW4		Homo sapiens (Human)
ENSG00000197165	E9PM76		Homo sapiens (Human)
ENSG00000109061	P12882	4619;	Homo sapiens (Human)
ENSG00000171700	P49795	10287;	Homo sapiens (Human)
ENSG00000182450	Q9NYG8	50801;	Homo sapiens (Human)
ENSG00000182450	F5GYE0		Homo sapiens (Human)
ENSG00000182450	F5GZ20		Homo sapiens (Human)
ENSG00000088543	Q9UK00	51161;	Homo sapiens (Human)
ENSG00000088543	C9IYC4		Homo sapiens (Human)
ENSG00000088543	F8WCC4		Homo sapiens (Human)
ENSG00000074582	Q9Y276	617;	Homo sapiens (Human)
ENSG00000074582	A0A2R8Y7T3		Homo sapiens (Human)
ENSG00000074582	C9J1S9		Homo sapiens (Human)
ENSG00000074582	C9J4Q9		Homo sapiens (Human)
ENSG00000074582	C9J8G3		Homo sapiens (Human)
ENSG00000074582	C9JAS4		Homo sapiens (Human)
ENSG00000074582	H7BZF6		Homo sapiens (Human)
ENSG00000074582	H7C492		Homo sapiens (Human)
ENSG00000064102	Q9NVM9	55726;	Homo sapiens (Human)
ENSG00000064102	F5H457		Homo sapiens (Human)
ENSG00000064102	F5H5W1		Homo sapiens (Human)
ENSG00000064102	F8VRX9		Homo sapiens (Human)
ENSG00000064102	H0YH12		Homo sapiens (Human)
ENSG00000064102	H0YIA9		Homo sapiens (Human)
ENSG00000161526	Q9UHR5	29115;	Homo sapiens (Human)
ENSG00000161526	F5H478		Homo sapiens (Human)
ENSG00000161526	J3KRR6		Homo sapiens (Human)
ENSG00000161526	J3KRU5		Homo sapiens (Human)
ENSG00000161526	J3KS14		Homo sapiens (Human)
ENSG00000161526	J3QKW0		Homo sapiens (Human)
ENSG00000161526	J3QLH3		Homo sapiens (Human)
ENSG00000161526	J3QLM2		Homo sapiens (Human)
ENSG00000161526	J3QQJ0		Homo sapiens (Human)
ENSG00000161526	J3QS04		Homo sapiens (Human)
ENSG00000161526	X6R3T8		Homo sapiens (Human)
ENSG00000066230	P48764	6550;	Homo sapiens (Human)
ENSG00000066230	A0A2R8Y780		Homo sapiens (Human)
ENSG00000163428	Q96CX6	116064;	Homo sapiens (Human)
ENSG00000160113	P10588	2063;	Homo sapiens (Human)
ENSG00000160113	M0R175		Homo sapiens (Human)
ENSG00000185651	P68036	7332;	Homo sapiens (Human)
ENSG00000185651	A0A8Q3WL22		Homo sapiens (Human)
ENSG00000103375	O94778	343;	Homo sapiens (Human)
ENSG00000103375	A0A0C4DGL6		Homo sapiens (Human)
ENSG00000129204	P35125	9098;	Homo sapiens (Human)
ENSG00000129204	Q15635		Homo sapiens (Human)
ENSG00000235109	Q96LW9	64288;	Homo sapiens (Human)
ENSG00000235109	C9IYT1		Homo sapiens (Human)
ENSG00000235109	C9J1X2		Homo sapiens (Human)
ENSG00000235109	C9J423		Homo sapiens (Human)
ENSG00000235109	C9J6S7		Homo sapiens (Human)
ENSG00000235109	C9JAI0		Homo sapiens (Human)
ENSG00000235109	C9JBH3		Homo sapiens (Human)
ENSG00000235109	C9JH14		Homo sapiens (Human)
ENSG00000235109	C9JHB1		Homo sapiens (Human)
ENSG00000235109	C9JIC2		Homo sapiens (Human)
ENSG00000235109	C9JPM5		Homo sapiens (Human)
ENSG00000235109	C9JUE1		Homo sapiens (Human)
ENSG00000069482	P22466	51083;	Homo sapiens (Human)
ENSG00000116750	Q9Y5K5	51377;	Homo sapiens (Human)
ENSG00000116750	H0Y4E0		Homo sapiens (Human)
ENSG00000116750	H0Y4K0		Homo sapiens (Human)
ENSG00000116750	H0Y636		Homo sapiens (Human)
ENSG00000116750	H0Y6Y4		Homo sapiens (Human)
ENSG00000116750	Q5LJA5		Homo sapiens (Human)
ENSG00000116750	Q5LJA9		Homo sapiens (Human)
ENSG00000116750	Q5LJB0		Homo sapiens (Human)
ENSG00000116750	Q5LJB1		Homo sapiens (Human)
ENSG00000204172	Q5VTM2	642517;	Homo sapiens (Human)
ENSG00000122824	Q8NFP7	170685;	Homo sapiens (Human)
ENSG00000169169	Q8TCG5	126129;	Homo sapiens (Human)
ENSG00000169169	M0QZ13		Homo sapiens (Human)
ENSG00000169169	M0R0D3		Homo sapiens (Human)
ENSG00000169169	M0R115		Homo sapiens (Human)
ENSG00000169169	M0R1F9		Homo sapiens (Human)
ENSG00000169169	M0R2B9		Homo sapiens (Human)
ENSG00000169169	M0R2H6		Homo sapiens (Human)
ENSG00000169169	M0R2V3		Homo sapiens (Human)
ENSG00000169169	M0R399		Homo sapiens (Human)
ENSG00000165496	Q96L21	140801;	Homo sapiens (Human)
ENSG00000158615	Q5SWA1	84919;	Homo sapiens (Human)
ENSG00000158615	A0A8I5KSH1	84919;	Homo sapiens (Human)
ENSG00000158615	A0A8I5KUJ3		Homo sapiens (Human)
ENSG00000158615	A0A8I5KV52		Homo sapiens (Human)
ENSG00000166006	Q96PR1	3747;	Homo sapiens (Human)
ENSG00000166006	A0A3B3ISR9	3747;	Homo sapiens (Human)
ENSG00000177732	O15370	6666;	Homo sapiens (Human)
ENSG00000076356	O75051	5362;	Homo sapiens (Human)
ENSG00000105879	Q75N03	79872;	Homo sapiens (Human)
ENSG00000105879	A0A8V8TMY5		Homo sapiens (Human)
ENSG00000105879	C9J2P9		Homo sapiens (Human)
ENSG00000105879	C9K074		Homo sapiens (Human)
ENSG00000105879	F8WEM5		Homo sapiens (Human)
ENSG00000220008	P0C6S8	645191;	Homo sapiens (Human)
ENSG00000158125	P47989	7498;	Homo sapiens (Human)
ENSG00000171533	Q96JE9	4135;	Homo sapiens (Human)
ENSG00000168496	P39748	2237;	Homo sapiens (Human)
ENSG00000168496	F5H1Y3		Homo sapiens (Human)
ENSG00000168496	I3L3E9		Homo sapiens (Human)
ENSG00000184470	Q9NNW7	10587;	Homo sapiens (Human)
ENSG00000184470	A0A096LNY7		Homo sapiens (Human)
ENSG00000184470	A0A096LP96		Homo sapiens (Human)
ENSG00000184470	A0A096LPB7		Homo sapiens (Human)
ENSG00000184470	A0A096LPD9		Homo sapiens (Human)
ENSG00000184470	A0A096LPH4		Homo sapiens (Human)
ENSG00000184470	A0A096LPK7		Homo sapiens (Human)
ENSG00000184470	A0A0U1RQX0		Homo sapiens (Human)
ENSG00000184470	A0A182DWF2		Homo sapiens (Human)
ENSG00000184470	A0A182DWF3		Homo sapiens (Human)
ENSG00000184470	D3YTF8		Homo sapiens (Human)
ENSG00000184470	E7EWK1	10587;	Homo sapiens (Human)
ENSG00000198814	P32189	2710;	Homo sapiens (Human)
ENSG00000198814	A0A8I5KXY7	2710;	Homo sapiens (Human)
ENSG00000198814	A6NP46		Homo sapiens (Human)
ENSG00000198814	F8WBI8		Homo sapiens (Human)
ENSG00000198814	F8WC39		Homo sapiens (Human)
ENSG00000198814	F8WDA9		Homo sapiens (Human)
ENSG00000198814	F8WF44		Homo sapiens (Human)
ENSG00000198814	H7BYD2		Homo sapiens (Human)
ENSG00000198814	H7C5F6		Homo sapiens (Human)
ENSG00000172554	Q9NY99	54221;	Homo sapiens (Human)
ENSG00000172554	F2Z2D2		Homo sapiens (Human)
ENSG00000126522	P04424	435;	Homo sapiens (Human)
ENSG00000126522	A0A5F9ZHC6		Homo sapiens (Human)
ENSG00000126522	A0A5F9ZHM8		Homo sapiens (Human)
ENSG00000126522	A0A5F9ZI35		Homo sapiens (Human)
ENSG00000126522	F8W943		Homo sapiens (Human)
ENSG00000075089	Q9GZN1	64431;	Homo sapiens (Human)
ENSG00000075089	F8VP72		Homo sapiens (Human)
ENSG00000075089	F8VRL1		Homo sapiens (Human)
ENSG00000075089	F8VSD1		Homo sapiens (Human)
ENSG00000075089	F8W043		Homo sapiens (Human)
ENSG00000075089	F8W057		Homo sapiens (Human)
ENSG00000075089	F8W0Q1		Homo sapiens (Human)
ENSG00000075089	G3V1Y1		Homo sapiens (Human)
ENSG00000099617	O43921	1943;	Homo sapiens (Human)
ENSG00000129968	Q96GS6	81926;	Homo sapiens (Human)
ENSG00000129968	A0A7I2YQW9		Homo sapiens (Human)
ENSG00000129968	K7ENJ6		Homo sapiens (Human)
ENSG00000129968	K7EQ25		Homo sapiens (Human)
ENSG00000105137	Q6ZW31	85360;	Homo sapiens (Human)
ENSG00000105137	M0QXZ8		Homo sapiens (Human)
ENSG00000105137	M0R101		Homo sapiens (Human)
ENSG00000105137	M0R3D3		Homo sapiens (Human)
ENSG00000237649	Q9BW19	3833;	Homo sapiens (Human)
ENSG00000237649	A0A087X1W5		Homo sapiens (Human)
ENSG00000237649	A2AB20		Homo sapiens (Human)
ENSG00000114302	P13861	5576;	Homo sapiens (Human)
ENSG00000114302	A0A9L9PX32		Homo sapiens (Human)
ENSG00000114302	A0A9L9PXB0		Homo sapiens (Human)
ENSG00000114302	A0A9L9PXB4		Homo sapiens (Human)
ENSG00000114302	A0A9L9PXM7		Homo sapiens (Human)
ENSG00000114302	A0A9L9PXP9		Homo sapiens (Human)
ENSG00000114302	A0A9L9PY56	5576;	Homo sapiens (Human)
ENSG00000114302	A0A9L9PY59		Homo sapiens (Human)
ENSG00000114302	C9J830		Homo sapiens (Human)
ENSG00000114302	H7C1L0		Homo sapiens (Human)
ENSG00000114302	H7C330		Homo sapiens (Human)
ENSG00000114302	H7C4A9		Homo sapiens (Human)
ENSG00000130829	Q99956	1852;	Homo sapiens (Human)
ENSG00000096063	Q96SB4	6732;	Homo sapiens (Human)
ENSG00000096063	D6RB98		Homo sapiens (Human)
ENSG00000096063	D6RBF8		Homo sapiens (Human)
ENSG00000096063	D6RBM8		Homo sapiens (Human)
ENSG00000096063	D6RDZ3		Homo sapiens (Human)
ENSG00000096063	H0Y932		Homo sapiens (Human)
ENSG00000096063	H3BLV9		Homo sapiens (Human)
ENSG00000139370	Q8N697	121260;	Homo sapiens (Human)
ENSG00000139370	B6ZDF2		Homo sapiens (Human)
ENSG00000139370	H7BYB7		Homo sapiens (Human)
ENSG00000233198	P0DH78	643596;	Homo sapiens (Human)
ENSG00000131788	Q9Y6X2	10401;	Homo sapiens (Human)
ENSG00000131788	E7ESB4		Homo sapiens (Human)
ENSG00000131788	E9PHH8		Homo sapiens (Human)
ENSG00000131788	U3KQV1		Homo sapiens (Human)
ENSG00000213213	Q5T5S1	84960;	Homo sapiens (Human)
ENSG00000213213	G5E9W6		Homo sapiens (Human)
ENSG00000185303	Q8IWL1	729238;	Homo sapiens (Human)
ENSG00000185303	A0A1W2PR89		Homo sapiens (Human)
ENSG00000185303	R4GMN3		Homo sapiens (Human)
ENSG00000185303	X6REF7		Homo sapiens (Human)
ENSG00000198824	Q96JM3	283489;	Homo sapiens (Human)
ENSG00000198824	A0A2R8Y4S6		Homo sapiens (Human)
ENSG00000198824	A0A2R8Y735		Homo sapiens (Human)
ENSG00000198824	S4R3K0		Homo sapiens (Human)
ENSG00000102683	Q13326	6445;	Homo sapiens (Human)
ENSG00000115840	O75746	8604;	Homo sapiens (Human)
ENSG00000115840	B4DGK6		Homo sapiens (Human)
ENSG00000115840	F8W9J0		Homo sapiens (Human)
ENSG00000115840	H0YFB2		Homo sapiens (Human)
ENSG00000172890	Q6IA69	55191;	Homo sapiens (Human)
ENSG00000172890	A0A0B4J216		Homo sapiens (Human)
ENSG00000172890	E9PKY6		Homo sapiens (Human)
ENSG00000172890	E9PND0		Homo sapiens (Human)
ENSG00000172890	E9PNF5		Homo sapiens (Human)
ENSG00000172890	H0YCF9		Homo sapiens (Human)
ENSG00000172890	H0YCQ6		Homo sapiens (Human)
ENSG00000172890	H0YDH3		Homo sapiens (Human)
ENSG00000172890	H0YED2		Homo sapiens (Human)
ENSG00000067113	O14494	8611;	Homo sapiens (Human)
ENSG00000067113	D6REC3		Homo sapiens (Human)
ENSG00000170801	P83110	94031;	Homo sapiens (Human)
ENSG00000227551	C9JPN9	100287205;	Homo sapiens (Human)
ENSG00000072364	Q9UHB7	27125;	Homo sapiens (Human)
ENSG00000072364	C9JCE0		Homo sapiens (Human)
ENSG00000072364	H7C319		Homo sapiens (Human)
ENSG00000120539	Q96GX5	84930;	Homo sapiens (Human)
ENSG00000120539	A0A087WUU7		Homo sapiens (Human)
ENSG00000156564	Q9ULH4	57497;	Homo sapiens (Human)
ENSG00000156564	A0A8V8TQ63		Homo sapiens (Human)
ENSG00000151617	P25101	1909;	Homo sapiens (Human)
ENSG00000197375	O76082	6584;	Homo sapiens (Human)
ENSG00000197375	A0A8I5KTN6		Homo sapiens (Human)
ENSG00000197375	A0A8I5KUR7		Homo sapiens (Human)
ENSG00000197375	A0A8I5KUV4		Homo sapiens (Human)
ENSG00000197375	A0A8I5KW68		Homo sapiens (Human)
ENSG00000197375	A0A8I5KXW0		Homo sapiens (Human)
ENSG00000197375	A0A8I5KYG6		Homo sapiens (Human)
ENSG00000197375	A0A8I5QL37		Homo sapiens (Human)
ENSG00000197375	F8WCC9		Homo sapiens (Human)
ENSG00000197375	H7BZC0		Homo sapiens (Human)
ENSG00000197375	H7BZF0		Homo sapiens (Human)
ENSG00000197375	H7C1R8		Homo sapiens (Human)
ENSG00000196642	Q3YEC7	55684;	Homo sapiens (Human)
ENSG00000196642	F2Z2T0		Homo sapiens (Human)
ENSG00000196642	G3V154		Homo sapiens (Human)
ENSG00000196642	H0Y7H6		Homo sapiens (Human)
ENSG00000131183	Q06495	6569;	Homo sapiens (Human)
ENSG00000131183	D6RCE5		Homo sapiens (Human)
ENSG00000072501	Q14683	8243;	Homo sapiens (Human)
ENSG00000072501	A0A6Q8PHC3		Homo sapiens (Human)
ENSG00000072501	G8JLG1	8243;	Homo sapiens (Human)
ENSG00000072501	V9GY57		Homo sapiens (Human)
ENSG00000072501	V9GYN9		Homo sapiens (Human)
ENSG00000115758	P11926	4953;	Homo sapiens (Human)
ENSG00000115758	A0A8V8TQA2		Homo sapiens (Human)
ENSG00000115758	C9JG30		Homo sapiens (Human)
ENSG00000112742	P33981	7272;	Homo sapiens (Human)
ENSG00000112742	D6REX1		Homo sapiens (Human)
ENSG00000112742	D6RF82		Homo sapiens (Human)
ENSG00000112742	D6RFY1		Homo sapiens (Human)
ENSG00000112742	D6RIC6		Homo sapiens (Human)
ENSG00000163792	Q7RTU1	150921;	Homo sapiens (Human)
ENSG00000154813	Q96FX2	285381;	Homo sapiens (Human)
ENSG00000135940	P10606	1329;	Homo sapiens (Human)
ENSG00000156239	Q9Y5N5	29104;	Homo sapiens (Human)
ENSG00000256980	Q5JSQ8	100129128;	Homo sapiens (Human)
ENSG00000096264	O95944	9436;	Homo sapiens (Human)
ENSG00000113327	P18507	2566;	Homo sapiens (Human)
ENSG00000113327	A0A1W2PP56		Homo sapiens (Human)
ENSG00000113327	A0A1W2PPN5		Homo sapiens (Human)
ENSG00000113327	A0A1W2PPS4		Homo sapiens (Human)
ENSG00000113327	A0A1W2PQ81		Homo sapiens (Human)
ENSG00000113327	A0A1W2PQA6		Homo sapiens (Human)
ENSG00000113327	A0A1W2PQR9		Homo sapiens (Human)
ENSG00000113327	A0A1W2PQX1		Homo sapiens (Human)
ENSG00000113327	A0A1W2PR49		Homo sapiens (Human)
ENSG00000113327	A0A1W2PRM8		Homo sapiens (Human)
ENSG00000113327	A0A1W2PRN4		Homo sapiens (Human)
ENSG00000113327	A0A1W2PRU1		Homo sapiens (Human)
ENSG00000113327	A0A1W2PRY3		Homo sapiens (Human)
ENSG00000113327	A0A1W2PSF4		Homo sapiens (Human)
ENSG00000113327	A0A1X7SBS5		Homo sapiens (Human)
ENSG00000113327	A0A1X7SBZ8		Homo sapiens (Human)
ENSG00000113327	A0A286YFI6		Homo sapiens (Human)
ENSG00000113327	A8MWU7		Homo sapiens (Human)
ENSG00000113327	E5RGJ0		Homo sapiens (Human)
ENSG00000113327	E5RIG3		Homo sapiens (Human)
ENSG00000113140	P09486	6678;	Homo sapiens (Human)
ENSG00000113140	E5RJA5		Homo sapiens (Human)
ENSG00000113140	E5RK62		Homo sapiens (Human)
ENSG00000113140	F5GY03		Homo sapiens (Human)
ENSG00000113140	F5H4E2		Homo sapiens (Human)
ENSG00000211450	Q8IZQ5	280636;	Homo sapiens (Human)
ENSG00000211450	H0YE28		Homo sapiens (Human)
ENSG00000172748	Q8TC21	169270;	Homo sapiens (Human)
ENSG00000172748	A0A1W2PNU1		Homo sapiens (Human)
ENSG00000172748	E5RHT8		Homo sapiens (Human)
ENSG00000172748	E5RIL8		Homo sapiens (Human)
ENSG00000172748	E5RIV8		Homo sapiens (Human)
ENSG00000172748	E5RJH7		Homo sapiens (Human)
ENSG00000172748	V9GYI9		Homo sapiens (Human)
ENSG00000172748	V9GYV6		Homo sapiens (Human)
ENSG00000131910	Q15466	8431;	Homo sapiens (Human)
ENSG00000188909	Q3C1V8	390259;	Homo sapiens (Human)
ENSG00000170954	Q09FC8	55786;	Homo sapiens (Human)
ENSG00000170954	M0QX59		Homo sapiens (Human)
ENSG00000170954	M0QXZ4		Homo sapiens (Human)
ENSG00000170954	M0QZ38		Homo sapiens (Human)
ENSG00000170954	M0QZA6		Homo sapiens (Human)
ENSG00000170954	M0R0D9		Homo sapiens (Human)
ENSG00000170954	M0R0R1		Homo sapiens (Human)
ENSG00000170954	M0R191		Homo sapiens (Human)
ENSG00000170954	M0R1N1		Homo sapiens (Human)
ENSG00000170954	M0R2I1		Homo sapiens (Human)
ENSG00000170954	M0R2T6		Homo sapiens (Human)
ENSG00000170954	M0R358		Homo sapiens (Human)
ENSG00000169605	Q9NS71	56287;	Homo sapiens (Human)
ENSG00000169605	A0A8I5KHR1	56287;	Homo sapiens (Human)
ENSG00000169605	Q53YU7	56287;	Homo sapiens (Human)
ENSG00000185664	P40967	6490;	Homo sapiens (Human)
ENSG00000185664	F8VUB1		Homo sapiens (Human)
ENSG00000185664	F8VXH8		Homo sapiens (Human)
ENSG00000185664	F8VYZ1		Homo sapiens (Human)
ENSG00000185664	F8VZC6		Homo sapiens (Human)
ENSG00000185664	F8VZV2		Homo sapiens (Human)
ENSG00000185664	F8W1D1		Homo sapiens (Human)
ENSG00000185664	H0YIJ2		Homo sapiens (Human)
ENSG00000186765	O14926	25794;	Homo sapiens (Human)
ENSG00000181315	Q6U7Q0	79692;	Homo sapiens (Human)
ENSG00000181315	C9JP13		Homo sapiens (Human)
ENSG00000198270	Q8NCL8	89894;	Homo sapiens (Human)
ENSG00000198270	F8VNZ8		Homo sapiens (Human)
ENSG00000198270	F8VP39		Homo sapiens (Human)
ENSG00000198270	F8VQZ8		Homo sapiens (Human)
ENSG00000198270	F8VRN7		Homo sapiens (Human)
ENSG00000198270	F8VWU6		Homo sapiens (Human)
ENSG00000198270	F8W1L7		Homo sapiens (Human)
ENSG00000198270	G3V1Z3		Homo sapiens (Human)
ENSG00000198270	S4R388		Homo sapiens (Human)
ENSG00000092094	Q9NPF4	55644;	Homo sapiens (Human)
ENSG00000092094	G3V249		Homo sapiens (Human)
ENSG00000092094	G3V445		Homo sapiens (Human)
ENSG00000154165	P49685	2838;	Homo sapiens (Human)
ENSG00000172456	Q96C11	55277;	Homo sapiens (Human)
ENSG00000172456	A0A0U1RQJ1		Homo sapiens (Human)
ENSG00000172456	A0A0U1RQS3		Homo sapiens (Human)
ENSG00000172456	A0A0U1RR53		Homo sapiens (Human)
ENSG00000172456	A0A0U1RRB9		Homo sapiens (Human)
ENSG00000172456	A0A0U1RRI8		Homo sapiens (Human)
ENSG00000172456	C9J015		Homo sapiens (Human)
ENSG00000172456	F2Z2V1		Homo sapiens (Human)
ENSG00000172456	J3QKV9		Homo sapiens (Human)
ENSG00000162757	Q96LT6	148304;	Homo sapiens (Human)
ENSG00000128242	Q99999	9514;	Homo sapiens (Human)
ENSG00000128242	C9J2M1		Homo sapiens (Human)
ENSG00000128242	C9J2X7		Homo sapiens (Human)
ENSG00000128242	C9J3S3		Homo sapiens (Human)
ENSG00000128242	C9J4I2		Homo sapiens (Human)
ENSG00000128242	C9J6M2		Homo sapiens (Human)
ENSG00000128242	C9J993		Homo sapiens (Human)
ENSG00000128242	C9JE31		Homo sapiens (Human)
ENSG00000128242	C9JGL4		Homo sapiens (Human)
ENSG00000128242	C9JIS3		Homo sapiens (Human)
ENSG00000128242	C9JKD7		Homo sapiens (Human)
ENSG00000128242	C9JLB5		Homo sapiens (Human)
ENSG00000128242	C9JN55		Homo sapiens (Human)
ENSG00000128242	C9JTV3		Homo sapiens (Human)
ENSG00000128242	C9JU54		Homo sapiens (Human)
ENSG00000128242	C9JYD7		Homo sapiens (Human)
ENSG00000128242	C9K037		Homo sapiens (Human)
ENSG00000117152	P49798	5999;	Homo sapiens (Human)
ENSG00000117152	E9PR32		Homo sapiens (Human)
ENSG00000117152	E9PS05		Homo sapiens (Human)
ENSG00000152214	Q99578	6014;	Homo sapiens (Human)
ENSG00000152214	A0A3B3ITB4		Homo sapiens (Human)
ENSG00000152214	K7EMR8		Homo sapiens (Human)
ENSG00000146038	Q9UHG0	51473;	Homo sapiens (Human)
ENSG00000146038	H0Y784		Homo sapiens (Human)
ENSG00000111537	P01579	3458;	Homo sapiens (Human)
ENSG00000198055	P43250	2870;	Homo sapiens (Human)
ENSG00000198055	D6R9V4		Homo sapiens (Human)
ENSG00000198055	D6RC88		Homo sapiens (Human)
ENSG00000198055	D6RDA3		Homo sapiens (Human)
ENSG00000198055	D6RHC7		Homo sapiens (Human)
ENSG00000198055	D6RHX8		Homo sapiens (Human)
ENSG00000198055	F8W9W2		Homo sapiens (Human)
ENSG00000198055	H0Y967		Homo sapiens (Human)
ENSG00000165029	O95477	19;	Homo sapiens (Human)
ENSG00000165029	A0A7I2V5U0		Homo sapiens (Human)
ENSG00000165029	B1AMI1		Homo sapiens (Human)
ENSG00000165029	B1AMI2		Homo sapiens (Human)
ENSG00000185888	A1L453	339501;	Homo sapiens (Human)
ENSG00000130811	O75821	8666;	Homo sapiens (Human)
ENSG00000130811	K7EL20		Homo sapiens (Human)
